gene_id,nickname,accession,source,substrate,activity,peak_value,peak_timepoint_hours,min_value,min_timepoint_hours,flag,timepoint_count
LG00150,IntrepidSkirt,SRR26075051_5618361,Logan 1.0,BHET25,0.059965687221847475,0.01331372547429055,8,-0.046651961747556925,120,peak_at_start,6
LG00151,GranularInfluence,SRR26075152_134008,Logan 1.0,BHET12.5,0.03562500077532604,0.020642157236579806,24,-0.014982843538746238,120,,6
LG00151,GranularInfluence,SRR26075152_134008,Logan 1.0,BHET25,0.022409313853131607,0.011985294288024306,96,-0.010424019565107301,120,single_degradation_point,6
LG00152,TenseReaction,SRR26290402_3525830,Logan 1.0,BHET12.5,0.051350490597542375,0.00902205886086449,8,-0.042328431736677885,120,peak_at_start,6
LG00152,TenseReaction,SRR26290402_3525830,Logan 1.0,BHET25,0.06363235285971314,0.013671568711288273,8,-0.049960784148424864,120,peak_at_start,6
LG00153,VapidChocolate,SRR26290450_3599995,Logan 1.0,BHET12.5,0.052392156852874905,0.008700980397406965,8,-0.04369117645546794,120,peak_at_start,6
LG00153,VapidChocolate,SRR26290450_3599995,Logan 1.0,BHET25,0.06508088251575828,0.013666666578501463,8,-0.05141421593725681,120,peak_at_start,6
LG00154,GlumLink,SRR26290483_118036,Logan 1.0,BHET12.5,0.05398529506055638,0.007558823737781495,8,-0.04642647132277489,120,peak_at_start,6
LG00154,GlumLink,SRR26290483_118036,Logan 1.0,BHET25,0.06656127353198826,0.013365195831283927,8,-0.053196077700704336,120,peak_at_start,6
LG00155,ScientificResource,SRR26313965_71362,Logan 1.0,BHET12.5,0.05440196010749787,0.005911764572374523,8,-0.04849019553512335,120,peak_at_start,6
LG00155,ScientificResource,SRR26313965_71362,Logan 1.0,BHET25,0.0673970595235005,0.012872548890300095,8,-0.05452451063320041,120,peak_at_start,6
LG00156,AdventurousPrice,SRR26319883_566195,Logan 1.0,BHET12.5,0.05329166694718879,0.0033357843494741246,8,-0.04995588259771466,120,peak_at_start,6
LG00156,AdventurousPrice,SRR26319883_566195,Logan 1.0,BHET25,0.06679656845517457,0.010764705715700984,8,-0.05603186273947358,120,peak_at_start,6
LG00157,WhoppingWeekend,SRR26324216_19427,Logan 1.0,BHET12.5,0.05008578405249864,-0.005245097796432674,8,-0.05533088184893131,120,peak_at_start,6
LG00157,WhoppingWeekend,SRR26324216_19427,Logan 1.0,BHET25,0.09837499930290505,0.017252450983505696,8,-0.08112254831939936,72,peak_at_start,6
LG00158,RuralFuneral,SRR26541423_84165,Logan 1.0,BHET12.5,0.04963235277682543,0.0057009803131222725,8,-0.043931372463703156,120,peak_at_start,6
LG00158,RuralFuneral,SRR26541423_84165,Logan 1.0,BHET25,0.05612254899460822,0.0072254902916029096,8,-0.048897058703005314,120,peak_at_start,6
LG00159,PreviousMorning,SRR26541433_19998,Logan 1.0,BHET12.5,0.05240441192290746,0.006311274453764781,8,-0.046093137469142675,120,peak_at_start,6
LG00159,PreviousMorning,SRR26541433_19998,Logan 1.0,BHET25,0.06196568580344319,0.009720588102936745,8,-0.05224509770050645,120,peak_at_start,6
LG00160,SecondIsland,SRR26587149_857731,Logan 1.0,BHET12.5,0.05069362686481327,0.007629901985637844,8,-0.043063724879175425,120,peak_at_start,6
LG00160,SecondIsland,SRR26587149_857731,Logan 1.0,BHET25,0.05786764691583812,0.012188725406304002,8,-0.04567892150953412,120,peak_at_start,6
LG00161,IdolizedRoad,SRR26965291_34719,Logan 1.0,BHET12.5,0.0523284311639145,0.007877451018430293,8,-0.04445098014548421,120,peak_at_start,6
LG00161,IdolizedRoad,SRR26965291_34719,Logan 1.0,BHET25,0.06550735339988023,0.012575980392284691,8,-0.05293137300759554,120,peak_at_start,6
LG00162,ViciousKnee,SRR3314882_89058,Logan 1.0,BHET12.5,0.053357843367848545,0.00730882358038798,8,-0.046049019787460566,120,peak_at_start,6
LG00162,ViciousKnee,SRR3314882_89058,Logan 1.0,BHET25,0.06686274625826627,0.012901960988529027,8,-0.053960785269737244,120,peak_at_start,6
LG00163,PotableMinor,SRR3989453_37515,Logan 1.0,BHET12.5,0.05425735330209136,0.006786764599382877,8,-0.04747058870270848,120,peak_at_start,6
LG00163,PotableMinor,SRR3989453_37515,Logan 1.0,BHET25,0.06787500064820051,0.012590686324983835,8,-0.05528431432321668,120,peak_at_start,6
LG00164,ExcitableBrilliant,SRR4128967_345579,Logan 1.0,BHET12.5,0.05464705883059651,0.0052990197436884046,8,-0.0493480390869081,120,peak_at_start,6
LG00164,ExcitableBrilliant,SRR4128967_345579,Logan 1.0,BHET25,0.06952205824200064,0.012200980097986758,8,-0.05732107814401388,120,peak_at_start,6
LG00165,SwiftContract,SRR5469033_60193,Logan 1.0,BHET12.5,0.05458823519802536,0.0025245097749575507,8,-0.05206372542306781,120,peak_at_start,6
LG00165,SwiftContract,SRR5469033_60193,Logan 1.0,BHET25,0.06967892253305763,0.009276960860006511,8,-0.06040196167305112,120,peak_at_start,6
LG00166,OvalLeading,SRR5582322_91355,Logan 1.0,BHET12.5,0.051811273689963855,0.0022941175993764773,8,-0.04951715609058738,120,peak_at_start,6
LG00166,OvalLeading,SRR5582322_91355,Logan 1.0,BHET25,0.0731887255969923,0.012848039361415431,8,-0.06034068623557687,120,peak_at_start,6
LG00167,UtterQuiet,SRR5583254_6888706,Logan 1.0,BHET12.5,0.05122303914868098,0.0030196076131687732,8,-0.04820343153551221,120,peak_at_start,6
LG00167,UtterQuiet,SRR5583254_6888706,Logan 1.0,BHET25,0.06390686274971813,0.006784313707612455,8,-0.057122549042105675,120,peak_at_start,6
LG00168,UselessNeck,SRR5679025_626712,Logan 1.0,BHET12.5,0.025360294443089515,0.005019607895519584,8,-0.02034068654756993,72,peak_at_start,6
LG00168,UselessNeck,SRR5679025_626712,Logan 1.0,BHET25,0.03743627486983314,0.009401960589457303,8,-0.02803431428037584,96,peak_at_start,6
LG00169,MortifiedInside,SRR5855429_11905,Logan 1.0,BHET12.5,0.05107843104633503,0.004656862671254203,8,-0.046421568375080824,120,peak_at_start,6
LG00169,MortifiedInside,SRR5855429_11905,Logan 1.0,BHET25,0.06441421521594748,0.008867646974977106,8,-0.05554656824097037,120,peak_at_start,6
LG00170,CultivatedEat,SRR6129205_10729,Logan 1.0,BHET12.5,0.052642156966612674,0.00410294126777444,8,-0.048539215698838234,120,peak_at_start,6
LG00170,CultivatedEat,SRR6129205_10729,Logan 1.0,BHET25,0.06738480378407985,0.009124999982304871,8,-0.05825980380177498,120,peak_at_start,6
LG00171,WiseLift,SRR7548956_74754,Logan 1.0,BHET12.5,0.05302205831685569,0.004144607679336332,8,-0.04887745063751936,120,peak_at_start,6
LG00171,WiseLift,SRR7548956_74754,Logan 1.0,BHET25,0.06948529346846044,0.00949999992735684,8,-0.0599852935411036,120,peak_at_start,6
LG00172,ConcreteExample,SRR7595024_846748,Logan 1.0,BHET12.5,0.049735293941921555,0.0025980390928452834,8,-0.04713725484907627,120,peak_at_start,6
LG00172,ConcreteExample,SRR7595024_846748,Logan 1.0,BHET25,0.07018137315753847,0.009808823582716286,8,-0.06037254957482219,120,peak_at_start,6
LG00173,ScaryIron,SRR7783776_670,Logan 1.0,BHET12.5,0.05269362732906302,0.0008014706163521623,8,-0.05189215671271086,120,peak_at_start,6
LG00173,ScaryIron,SRR7783776_670,Logan 1.0,BHET25,0.0734387265983969,0.009125000098720193,8,-0.0643137264996767,120,peak_at_start,6
LG00174,InfamousShoulder,SRR7967696_318013,Logan 1.0,BHET12.5,0.05481862652231939,-0.006230391998542473,8,-0.061049018520861864,72,peak_at_start,6
LG00174,InfamousShoulder,SRR7967696_318013,Logan 1.0,BHET25,0.12036274585989304,0.0032892155286390334,8,-0.117073530331254,120,peak_at_start,6
LG00175,ProperOwner,SRR8240096_94099,Logan 1.0,BHET12.5,0.052115196478553116,-0.005002451012842357,8,-0.057117647491395473,72,peak_at_start,6
LG00175,ProperOwner,SRR8240096_94099,Logan 1.0,BHET25,0.10243627674390154,0.002745098094237619,8,-0.09969117864966393,72,peak_at_start,6
LG00176,GreatRespect,SRR8569139_9422,Logan 1.0,BHET12.5,0.052977941231802106,-0.004428921500220895,8,-0.057406862732023,120,peak_at_start,6
LG00176,GreatRespect,SRR8569139_9422,Logan 1.0,BHET25,0.0894387252337765,0.005139705695910379,8,-0.08429901953786612,72,peak_at_start,6
LG00177,FluffyHeavy,SRR8862675_1241843,Logan 1.0,BHET12.5,0.05305147042963654,-0.0038651960203424096,8,-0.05691666644997895,72,peak_at_start,6
LG00177,FluffyHeavy,SRR8862675_1241843,Logan 1.0,BHET25,0.11421078482817393,0.005627450926112942,8,-0.10858333390206099,72,peak_at_start,6
LG00178,VitalBackground,SRR9045818_458708,Logan 1.0,BHET12.5,0.05637745151761919,-0.004274509730748832,8,-0.060651961248368025,72,peak_at_start,6
LG00178,VitalBackground,SRR9045818_458708,Logan 1.0,BHET25,0.12454901904857252,0.004720588112832047,8,-0.11982843093574047,120,peak_at_start,6
LG00179,GiddyReply,SRR908275_10703,Logan 1.0,BHET12.5,0.05739215645007789,-0.005661764880642295,8,-0.06305392133072019,72,peak_at_start,6
LG00179,GiddyReply,SRR908275_10703,Logan 1.0,BHET25,0.12916176416911185,0.00542647042311728,8,-0.12373529374599457,120,peak_at_start,6
LG00180,CelebratedReaction,SRR9643230_217764,Logan 1.0,BHET12.5,0.05896813792060129,-0.007727941061602905,8,-0.0666960789822042,72,peak_at_start,6
LG00180,CelebratedReaction,SRR9643230_217764,Logan 1.0,BHET25,0.13111274564198538,0.004083333215930907,8,-0.12702941242605448,120,peak_at_start,6
Mors1,JoyfulConstruction,P19833.1,GenBank,BHET12.5,0.012941176653839648,0.001568627543747425,48,-0.011372549110092223,96,,6
Mors1,JoyfulConstruction,P19833.1,GenBank,BHET25,0.024068628074019216,0.008877451211446896,8,-0.01519117686257232,120,peak_at_start,6
MU00001,Black-and-whiteSugar,AR241010_152_M1,manual design,BHET12.5,0.020473038195632398,0.06166421470697969,24,0.041191176511347294,72,,6
MU00001,Black-and-whiteSugar,AR241010_152_M1,manual design,BHET25,0.01586519554257393,0.05517401825636625,24,0.039308822713792324,120,,6
MU00002,Happy-go-luckyWriting,AR241010_152_M2,manual design,BHET12.5,0.027215687558054924,0.17091666720807552,48,0.1437009796500206,120,,6
MU00002,Happy-go-luckyWriting,AR241010_152_M2,manual design,BHET25,0.029727941378951073,0.21238970570266247,48,0.1826617643237114,120,,6
MU00003,SpeedyLife,AR241010_152_M3,manual design,BHET12.5,0.008348040282726288,0.15967892296612263,48,0.15133088268339634,72,single_degradation_point,6
MU00003,SpeedyLife,AR241010_152_M3,manual design,BHET25,0.02209804393351078,0.1967254914343357,48,0.17462744750082493,120,,6
MU00004,NecessarySite,AR241010_152_M4,manual design,BHET12.5,0.02590931369923055,0.10685784416273236,24,0.08094853046350181,120,,6
MU00004,NecessarySite,AR241010_152_M4,manual design,BHET25,0.022632354288361967,0.10857843363191932,24,0.08594607934355736,48,single_degradation_point,6
MU00005,KookyGreen,AR241010_169_M1,manual design,BHET12.5,0.011264705040957779,0.05018137191655114,96,0.038916666875593364,120,single_degradation_point,6
MU00005,KookyGreen,AR241010_169_M1,manual design,BHET25,0.01722303917631507,0.04977696086280048,96,0.03255392168648541,120,single_degradation_point,6
MU00006,NippyRelation,WP_054022242.1_M7,manual design,BHET12.5,0.05225490150041878,-0.005411765072494745,8,-0.05766666657291353,72,peak_at_start,6
MU00006,NippyRelation,WP_054022242.1_M7,manual design,BHET25,0.11106862635642756,0.001941176553373225,8,-0.10912744980305433,72,peak_at_start,6
MU00007,CooperativeJump,WP_054022242.1_M8,manual design,BHET12.5,0.03714460809715092,0.020274510141462088,24,-0.016870097955688834,72,,6
MU00007,CooperativeJump,WP_054022242.1_M8,manual design,BHET25,0.06343627459136769,0.036428922321647406,24,-0.027007352269720286,48,single_degradation_point,6
MU00008,GenuineReserve,WP_054022242.1_M9,manual design,BHET12.5,0.24234804138541222,0.05843627452850342,8,-0.1839117668569088,120,peak_at_start,6
MU00008,GenuineReserve,WP_054022242.1_M9,manual design,BHET25,0.08826960949227214,0.1581176482141018,24,0.06984803872182965,120,,6
MU00009,MotherlyMove,WP_054022242.1_M10,manual design,BHET12.5,0.1024877454910893,0.040230392245575786,24,-0.062257353245513514,96,,6
MU00009,MotherlyMove,WP_054022242.1_M10,manual design,BHET25,0.058259802870452404,0.13926470559090376,24,0.08100490272045135,120,,6
MU00010,VacantHalf,WP_054022242.1_M11,manual design,BHET12.5,0.15576715487986803,0.04125490132719278,8,-0.11451225355267525,96,peak_at_start,6
MU00010,VacantHalf,WP_054022242.1_M11,manual design,BHET25,0.06260784342885017,0.1322696078568697,24,0.06966176442801952,120,,6
MU00011,MundaneStill,WP_054022242.1_M1,manual design,BHET12.5,0.052333333413116634,-0.007117647328414023,8,-0.05945098074153066,72,peak_at_start,6
MU00011,MundaneStill,WP_054022242.1_M1,manual design,BHET25,0.1148406870488543,-0.001242647151229903,8,-0.11608333420008421,120,peak_at_start,6
MU00012,FatherlyVisit,WP_054022242.1_M2,manual design,BHET12.5,0.029602941212942824,0.007049019419355318,24,-0.022553921793587506,120,,6
MU00012,FatherlyVisit,WP_054022242.1_M2,manual design,BHET25,0.04127450939267874,0.0237941169179976,8,-0.01748039247468114,120,peak_at_start,6
MU00013,IdlePanic,WP_054022242.1_M3,manual design,BHET12.5,0.11712745274417102,0.03300000028684735,24,-0.08412745245732367,120,,6
MU00013,IdlePanic,WP_054022242.1_M3,manual design,BHET25,0.07879656893783249,0.10736274532973766,24,0.028566176391905174,120,,6
MU00014,CorruptTongue,WP_054022242.1_M4,manual design,BHET12.5,0.041291666333563626,0.03137499978765845,24,-0.009916666545905173,96,,6
MU00014,CorruptTongue,WP_054022242.1_M4,manual design,BHET25,0.03640686278231442,0.09575735311955214,48,0.059350490337237716,96,,6
MU00015,AngelicCarry,WP_054022242.1_M5,manual design,BHET12.5,0.019921569270081818,0.035617647459730506,24,0.015696078189648688,72,,6
MU00015,AngelicCarry,WP_054022242.1_M5,manual design,BHET25,0.010943627916276455,0.0923602944239974,24,0.08141666650772095,120,,6
MU00016,VainResolution,ERR11028298_3008807_M1,manual design,BHET12.5,0.0520563725149259,-0.006036764592863619,8,-0.058093137107789516,120,peak_at_start,6
MU00016,VainResolution,ERR11028298_3008807_M1,manual design,BHET25,0.09644117696734611,-0.0010367648064857349,8,-0.09747794177383184,72,peak_at_start,6
MU00017,PerfumedSell,ERR3697023_14244245_M1,manual design,BHET12.5,0.03329166668117978,-0.005223039072006941,8,-0.03851470575318672,72,peak_at_start,6
MU00017,PerfumedSell,ERR3697023_14244245_M1,manual design,BHET25,0.09305882433545776,0.0062205882568378,8,-0.08683823607861996,72,peak_at_start,6
MU00018,DeliriousReputation,SRR12266064_2045115_M1,manual design,BHET12.5,0.05116666603134945,-0.008642156783025712,8,-0.05980882281437516,72,peak_at_start,6
MU00018,DeliriousReputation,SRR12266064_2045115_M1,manual design,BHET25,0.10315441232523881,0.0049436277186032385,8,-0.09821078460663557,72,peak_at_start,6
MU00019,FaithfulFold,SRR13589008_41305_M1,manual design,BHET12.5,0.04269607822061516,-0.005879902048036456,8,-0.04857598026865162,72,peak_at_start,6
MU00019,FaithfulFold,SRR13589008_41305_M1,manual design,BHET25,0.10345833418887196,0.0074754920415216475,8,-0.09598284214735031,72,peak_at_start,6
MU00020,AmpleCow,SRR15371989_72478_M1,manual design,BHET12.5,0.029303921153768897,0.038519607624039054,24,0.009215686470270157,120,,6
MU00020,AmpleCow,SRR15371989_72478_M1,manual design,BHET25,0.03674509935081005,0.03189705964177847,24,-0.004848039709031582,120,,6
MU00021,ScornfulChange,SRR15371989_72478_M2,manual design,BHET12.5,0.010377449914813042,0.21019607782363892,48,0.19981862790882587,72,single_degradation_point,6
MU00021,ScornfulChange,SRR15371989_72478_M2,manual design,BHET25,0.021504899486899376,0.235463235527277,48,0.21395833604037762,120,,6
MU00022,InbornFault,SRR15371989_72478_M3,manual design,BHET12.5,0.011767156422138214,0.19037254713475704,96,0.17860539071261883,120,single_degradation_point,6
MU00022,InbornFault,SRR15371989_72478_M3,manual design,BHET25,0.01725735515356064,0.21168382465839386,72,0.19442646950483322,120,,6
MU00023,ForcefulGive,SRR15371989_72478_M4,manual design,BHET12.5,0.026904409751296043,0.19735539332032204,48,0.170450983569026,120,,6
MU00023,ForcefulGive,SRR15371989_72478_M4,manual design,BHET25,0.039551472291350365,0.23316666670143604,48,0.19361519441008568,120,,6
MU00024,EnragedSpare,SRR19414414_32612_M1,manual design,BHET12.5,0.05353186349384487,-0.007414215477183461,8,-0.06094607897102833,72,peak_at_start,6
MU00024,EnragedSpare,SRR19414414_32612_M1,manual design,BHET25,0.11401961082538037,0.004495100024541898,8,-0.10952451080083847,72,peak_at_start,6
MU00025,LeftAdvance,SRR20309463_795_M1,manual design,BHET12.5,0.02478186228836421,0.019129902037093416,24,-0.005651960251270793,120,,6
MU00025,LeftAdvance,SRR20309463_795_M1,manual design,BHET25,0.039656862150877714,0.010882353119086474,8,-0.02877450903179124,72,peak_at_start,6
MU00026,BraveRate,SRR20309463_795_M2,manual design,BHET12.5,0.0013431366533041,0.11621568631380796,96,0.11487254966050386,120,single_degradation_point,6
MU00026,BraveRate,SRR20309463_795_M2,manual design,BHET25,0.013068626634776592,0.11197548918426037,48,0.09890686254948378,120,,6
MU00027,UnrulySail,SRR20309463_795_M3,manual design,BHET12.5,0.007899511139839888,0.09121568757109344,96,0.08331617643125355,120,single_degradation_point,6
MU00027,UnrulySail,SRR20309463_795_M3,manual design,BHET25,0.021713232970796525,0.07497058640001342,24,0.05325735342921689,72,,6
MU00028,ProductiveBaby,SRR20309463_795_M4,manual design,BHET12.5,0.019252452068030834,0.08951470628380775,24,0.07026225421577692,120,,6
MU00028,ProductiveBaby,SRR20309463_795_M4,manual design,BHET25,0.059845589101314545,0.11953431461006403,24,0.059688725508749485,120,,6
MU00029,FirmBirthday,SRR21419831_257710_M1,manual design,BHET12.5,0.04845588281750679,-0.004470588406547904,8,-0.052926471224054694,72,peak_at_start,6
MU00029,FirmBirthday,SRR21419831_257710_M1,manual design,BHET25,0.10818137224123348,0.005448529453133233,8,-0.10273284278810024,72,peak_at_start,6
MU00030,FaintFee,SRR22234379_583440_M1,manual design,BHET12.5,0.021901960266404785,0.0413039208506234,96,0.019401960584218614,120,single_degradation_point,6
MU00030,FaintFee,SRR22234379_583440_M1,manual design,BHET25,0.026333333342336118,0.048235293943434954,96,0.021901960601098835,120,single_degradation_point,6
MU00031,IdenticalObjective,SRR22234379_583440_M2,manual design,BHET12.5,0.016330881044268608,0.08720833249390125,96,0.07087745144963264,120,single_degradation_point,6
MU00031,IdenticalObjective,SRR22234379_583440_M2,manual design,BHET25,0.016769607551395893,0.10636764764785767,48,0.08959804009646177,120,,6
MU00032,WorrisomeBathroom,SRR22234379_583440_M3,manual design,BHET12.5,0.0013308827765285969,0.0724460780620575,96,0.0711151952855289,120,single_degradation_point,6
MU00032,WorrisomeBathroom,SRR22234379_583440_M3,manual design,BHET25,0.015090685803443193,0.09600244974717498,96,0.08091176394373178,120,single_degradation_point,6
MU00033,HonestPartner,SRR22234379_583440_M4,manual design,BHET12.5,0.046436275355517864,0.04826470697298646,24,0.0018284316174685955,120,,6
MU00033,HonestPartner,SRR22234379_583440_M4,manual design,BHET25,0.04631617577979341,0.0579607835970819,24,0.011644607817288488,120,,6
PbsA,AffectionateRule,BAB86909.1,GenBank,BHET12.5,0.059372548887040466,-0.006524509808514267,8,-0.06589705869555473,72,peak_at_start,6
PbsA,AffectionateRule,BAB86909.1,GenBank,BHET25,0.13039705934352241,0.00640686260885559,8,-0.12399019673466682,120,peak_at_start,6
PHL7_S131A,HilariousAssistant,SAY37592.1_M1,manual design,BHET12.5,0.05418137356173247,-0.004026960930787027,8,-0.0582083344925195,72,peak_at_start,6
PHL7_S131A,HilariousAssistant,SAY37592.1_M1,manual design,BHET25,0.12300490177585743,0.005509803624590859,8,-0.11749509815126657,120,peak_at_start,6
PlaM4,VirtuousPause,BAF57210.1,GenBank,BHET12.5,0.049539215164259076,-0.005343137076124549,8,-0.054882352240383625,72,peak_at_start,6
PlaM4,VirtuousPause,BAF57210.1,GenBank,BHET25,0.11705391996838443,0.014901960765200783,8,-0.10215195920318365,72,peak_at_start,6
PLE628,DifferentExpression,UUT36763.1,GenBank,BHET12.5,0.007426472447150445,0.003475490026175976,48,-0.003950982420974469,96,,6
PLE628,DifferentExpression,UUT36763.1,GenBank,BHET25,0.022977940854616463,0.01194607827346772,8,-0.011031862581148744,120,peak_at_start,6
Proteinase K,SilverMouth,P06873.2,GenBank,BHET12.5,0.045188725693151355,-0.004953431198373437,8,-0.05014215689152479,72,peak_at_start,6
Proteinase K,SilverMouth,P06873.2,GenBank,BHET25,0.10382353136083111,0.00746568659087643,8,-0.09635784476995468,72,peak_at_start,6
ProteinT-FLTIER,DrearyExercise,P80146.3_M1,manual design,BHET12.5,0.0430784315103665,-0.0057303920621052384,8,-0.04880882357247174,72,peak_at_start,6
ProteinT-FLTIER,DrearyExercise,P80146.3_M1,manual design,BHET25,0.10783333360450342,0.007399509951937944,8,-0.10043382365256548,72,peak_at_start,6
Rb-8,ThriftyIt,MBQ0729274.1,GenBank,BHET12.5,0.01911764695250895,0.0015392156783491373,48,-0.01757843127415981,96,,6
Rb-8,ThriftyIt,MBQ0729274.1,GenBank,BHET25,0.003338235546834767,0.014299019851023331,96,0.010960784304188564,120,single_degradation_point,6
Subtilisin,DullAccident,P29600.1_M1,manual design,BHET12.5,0.039151961682364345,-0.00514215650036931,8,-0.044294118182733655,72,peak_at_start,6
Subtilisin,DullAccident,P29600.1_M1,manual design,BHET25,0.09106372474343516,0.0072352941206190735,8,-0.08382843062281609,72,peak_at_start,6
TB13,AdolescentClass,BAC67195.1,GenBank,BHET12.5,0.054379901150241494,-0.008948529371991754,8,-0.06332843052223325,72,peak_at_start,6
TB13,AdolescentClass,BAC67195.1,GenBank,BHET25,0.11585784312228498,0.005852941236298648,8,-0.11000490188598633,120,peak_at_start,6
Thc_Cut1,MatureBeer,ADV92526.1,GenBank,BHET12.5,0.047237744845915586,-0.0019632354378700256,8,-0.04920098028378561,120,peak_at_start,6
Thc_Cut1,MatureBeer,ADV92526.1,GenBank,BHET25,0.07491911808028817,0.03984068660065532,8,-0.035078431479632854,48,peak_at_start,6
Thc_Cut1_2,TrueOven,ADV92526.1,GenBank,BHET12.5,0.023691176960710436,-0.0017352940049022436,8,-0.02542647096561268,72,peak_at_start,6
Thc_Cut1_2,TrueOven,ADV92526.1,GenBank,BHET25,0.04530392092419788,0.008573529310524464,8,-0.03673039161367342,120,peak_at_start,6
